Fecha,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Tarija,Chuquisaca,Beni,Pando,Bolivia
2021-10-02,406306.0,369411.0,,74842.0,60838.0,96140.0,91846.0,,20576.0,
2021-10-03,406830.0,,,74981.0,60873.0,96282.0,91939.0,58116.0,20579.0,
2021-10-04,407120.0,370691.0,781181.0,75156.0,60884.0,96533.0,91983.0,58176.0,20618.0,1962342.0
2021-10-05,408490.0,371709.0,783484.0,75550.0,61156.0,96822.0,92237.0,58309.0,20658.0,1968415.0
2021-10-06,410319.0,372970.0,785803.0,75819.0,61343.0,97081.0,92468.0,58514.0,20697.0,1975014.0
2021-10-07,412195.0,373996.0,788273.0,75994.0,61473.0,97319.0,92868.0,58539.0,20724.0,1981381.0
2021-10-08,414130.0,374906.0,790509.0,76186.0,61563.0,97629.0,93026.0,58646.0,20755.0,1987350.0
2021-10-09,416260.0,375399.0,,76406.0,61596.0,97717.0,93196.0,,20758.0,
2021-10-10,416748.0,375613.0,,76645.0,61608.0,97738.0,93288.0,,,
2021-10-11,416927.0,376826.0,793164.0,76740.0,61711.0,97894.0,93537.0,58950.0,20768.0,1996517.0
2021-10-12,418135.0,377943.0,795685.0,76965.0,61794.0,98186.0,93787.0,59029.0,20821.0,2002345.0
2021-10-13,419654.0,379274.0,798036.0,77216.0,61905.0,98366.0,94233.0,59092.0,20851.0,2008627.0
2021-10-14,421320.0,380514.0,800237.0,77549.0,61967.0,98665.0,94548.0,59155.0,20885.0,2014840.0
2021-10-15,422518.0,381639.0,802333.0,77787.0,62074.0,99005.0,94834.0,59273.0,20933.0,2020396.0
2021-10-16,423688.0,382221.0,,78496.0,,99156.0,95007.0,,20937.0,
2021-10-17,424519.0,382574.0,804015.0,78709.0,62207.0,99183.0,95100.0,59440.0,20972.0,2026719.0
2021-10-18,424833.0,384019.0,806275.0,78793.0,62272.0,99454.0,95380.0,59517.0,21008.0,2031551.0
2021-10-19,425946.0,385248.0,808725.0,79100.0,62389.0,99689.0,95654.0,59717.0,21045.0,2037513.0
2021-10-20,427221.0,386205.0,810919.0,79355.0,62415.0,99897.0,96208.0,59808.0,21074.0,2043102.0
2021-10-21,428247.0,387281.0,,79563.0,62574.0,100188.0,96501.0,,21098.0,
2021-10-22,429562.0,388730.0,,79784.0,,100409.0,,60225.0,21118.0,
2021-10-23,431071.0,389721.0,817400.0,80005.0,62687.0,100482.0,97099.0,60254.0,21133.0,2059852.0
2021-10-24,431835.0,390268.0,818050.0,80193.0,62715.0,100508.0,97208.0,60305.0,21154.0,2062236.0
2021-10-25,432271.0,391534.0,820123.0,80247.0,62883.0,100655.0,97426.0,60404.0,21182.0,2066725.0
2021-10-26,433449.0,392531.0,822358.0,80459.0,62954.0,101010.0,97925.0,60536.0,21234.0,2072456.0
2021-10-27,435254.0,393766.0,824684.0,80721.0,63053.0,101209.0,98201.0,60620.0,21258.0,2078766.0
2021-10-28,436843.0,394955.0,827027.0,81054.0,63130.0,101415.0,98646.0,60899.0,21318.0,2085287.0
2021-10-29,438275.0,396217.0,,81434.0,63178.0,101663.0,99028.0,,21371.0,
2021-10-30,439613.0,396869.0,,81817.0,63201.0,101766.0,99155.0,,21373.0,
2021-10-31,440225.0,397190.0,,81943.0,63225.0,101815.0,99256.0,,21377.0,
2021-11-01,440669.0,398067.0,833832.0,81987.0,63231.0,101973.0,99396.0,61029.0,21412.0,2101596.0
2021-11-02,441725.0,398559.0,,82146.0,,102018.0,99523.0,61064.0,21454.0,
2021-11-03,442276.0,400021.0,837163.0,82242.0,63342.0,102233.0,99727.0,61142.0,21484.0,2109630.0
2021-11-04,443548.0,400947.0,839753.0,82420.0,63393.0,102418.0,99991.0,61225.0,21523.0,2115218.0
2021-11-05,445006.0,402324.0,842762.0,82681.0,63460.0,102643.0,100274.0,61424.0,21547.0,2122121.0
2021-11-06,446692.0,403089.0,844364.0,82924.0,63490.0,102752.0,100447.0,61450.0,21549.0,2126757.0
2021-11-07,447265.0,403493.0,845712.0,83139.0,63515.0,102784.0,100539.0,61469.0,21569.0,2129485.0
2021-11-08,447758.0,404784.0,847095.0,83215.0,63612.0,102940.0,100881.0,61590.0,21604.0,2133479.0
2021-11-09,448887.0,406560.0,,83509.0,,103120.0,101277.0,61700.0,21651.0,
2021-11-10,450885.0,407886.0,850118.0,83763.0,63663.0,103216.0,101533.0,61757.0,21686.0,2144507.0
2021-11-11,452628.0,409143.0,851974.0,84005.0,63732.0,103441.0,101802.0,61875.0,21716.0,2150316.0
2021-11-12,454188.0,410187.0,853594.0,84258.0,63834.0,103633.0,101927.0,61982.0,21729.0,2155332.0
2021-11-13,455843.0,410780.0,,84551.0,,103746.0,102077.0,62041.0,21741.0,
2021-11-14,456628.0,411175.0,856444.0,84692.0,63909.0,103765.0,102428.0,62066.0,21748.0,2162855.0
2021-11-15,457100.0,412482.0,858317.0,84738.0,63913.0,104023.0,102539.0,62202.0,21797.0,2167111.0
2021-11-16,458800.0,413514.0,860395.0,84977.0,63971.0,104288.0,102755.0,62288.0,21845.0,2172833.0
2021-11-17,460665.0,414635.0,863384.0,85326.0,64125.0,104547.0,103055.0,62408.0,21937.0,2180082.0
2021-11-18,462627.0,415754.0,866205.0,85608.0,64192.0,104837.0,103296.0,62444.0,21972.0,2186935.0
2021-11-19,464379.0,416865.0,868894.0,85838.0,64261.0,105159.0,103563.0,62536.0,22026.0,2193521.0
2021-11-20,466267.0,417536.0,870934.0,86045.0,64279.0,105259.0,103773.0,62625.0,22056.0,2198774.0
2021-11-21,467558.0,417807.0,872194.0,86266.0,64284.0,105294.0,104010.0,62636.0,22070.0,2202119.0
2021-11-22,468111.0,418994.0,874771.0,86353.0,64379.0,105517.0,104263.0,62687.0,22122.0,2207197.0
2021-11-23,469804.0,420282.0,877677.0,86664.0,64433.0,105812.0,104551.0,62792.0,22199.0,2214214.0
2021-11-24,471644.0,421420.0,880530.0,86969.0,64477.0,106015.0,104879.0,62886.0,22245.0,2221065.0
2021-11-25,473386.0,422430.0,883461.0,87424.0,64580.0,106411.0,105173.0,62986.0,22312.0,2228163.0
